Classifier,Accuracy,Precision,Recall,F1_Score,AUC_Score,CV_Score,Best_Params,Supports_Probability
LogisticRegression,0.6447368421052632,0.64300498437104,0.6447368421052632,0.6428591298542339,0.6895407717827834,0.6271629778672032,"{'clf__C': 1, 'clf__penalty': 'l2'}",True
LogisticRegression_L1,0.6513157894736842,0.6498205741626794,0.6513157894736842,0.6498592973662225,0.6930330015715035,0.6356941649899397,{'clf__C': 1},True
LogisticRegression_ElasticNet,0.6447368421052632,0.64300498437104,0.6447368421052632,0.6428591298542339,0.6909376636982714,0.6384708249496982,"{'clf__C': 1, 'clf__l1_ratio': 0.5}",True
