Classifier,Accuracy,Precision,Recall,F1_Score,AUC_Score,CV_Score,Best_Params,Supports_Probability
GaussianNB,0.5460526315789473,0.5415474828375286,0.5460526315789473,0.541890190592761,0.5814562598218963,0.5677263581488934,{'clf__var_smoothing': 1e-09},True
LDA,0.6052631578947368,0.6024945718647186,0.6052631578947368,0.602191819070222,0.6139339968569932,0.6128772635814889,"{'clf__shrinkage': 'auto', 'clf__solver': 'lsqr'}",True
