Classifier,Accuracy,Precision,Recall,F1_Score,AUC_Score,CV_Score,Best_Params,Supports_Probability
LogisticRegression,0.5921052631578947,0.5970813397129187,0.5921052631578947,0.592954012393564,0.6677143356032826,0.6385915492957747,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",True
LogisticRegression_L1,0.6052631578947368,0.6156203762418094,0.6052631578947368,0.6052631578947368,0.674524183691287,0.6357746478873239,{'clf__C': 1},True
LogisticRegression_ElasticNet,0.6052631578947368,0.6156203762418094,0.6052631578947368,0.6052631578947368,0.6748734066701589,0.6385915492957747,"{'clf__C': 1, 'clf__l1_ratio': 0.9}",True
