Classifier,Accuracy,Precision,Recall,F1_Score,AUC_Score,CV_Score,Best_Params,Supports_Probability
LogisticRegression,0.5906040268456376,0.596247712019524,0.5906040268456376,0.5912683610819935,0.6637618010167029,0.6463768115942028,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",True
LogisticRegression_L1,0.6308724832214765,0.6480827566299119,0.6308724832214765,0.6289739703898612,0.6773783587509077,0.6434782608695653,{'clf__C': 1},True
LogisticRegression_ElasticNet,0.6241610738255033,0.6397021115297999,0.6241610738255033,0.6226357535082367,0.6770152505446623,0.6492753623188405,"{'clf__C': 1, 'clf__l1_ratio': 0.5}",True
