f1_score
0.649681529
0.69047619
0.654545455
0.686046512
0.633540373
0.602564103
0.710059172
0.65408805
0.674556213
0.647058824
0.662721893
0.674033149
0.674285714
0.628571429
0.662790698
0.685714286
0.634730539
0.686390533
0.674418605
0.670658683
0.715151515
0.710843373
0.6
0.654545455
0.662721893
0.705263158
0.694610778
0.670520231
0.670520231
0.658536585
0.715909091
0.738636364
0.737430168
0.674418605
0.607142857
0.615384615
0.670658683
0.674418605
0.726256983
0.693181818
0.6
0.662650602
0.666666667
0.625
0.686046512
0.662576687
0.662721893
0.65497076
0.694610778
0.686046512
0.655367232
0.618181818
0.61627907
0.65060241
0.685393258
0.658682635
0.662650602
0.705202312
0.681318681
0.658385093
0.693641618
0.608187135
0.651685393
0.658536585
0.674698795
0.624203822
0.648044693
0.670588235
0.709302326
0.56097561
0.625766871
0.55483871
0.638554217
0.658959538
0.645962733
0.666666667
0.623529412
0.703296703
0.67816092
0.623529412
0.606060606
0.681818182
0.608187135
0.662721893
0.706521739
0.707317073
0.702380952
0.655555556
0.625766871
0.67816092
0.715909091
0.674556213
0.659340659
0.6125
0.701149425
0.696629213
0.688888889
0.72826087
0.698224852
0.711111111
0.609195402
0.598639456
0.603550296
0.644444444
0.634146341
0.658823529
0.666666667
0.696132597
0.674556213
0.704545455
0.65
0.700564972
0.666666667
0.662857143
0.696629213
0.716763006
0.662420382
0.63583815
0.658823529
0.739130435
0.626506024
0.678571429
0.674556213
0.670658683
0.731428571
0.685714286
0.636363636
0.622516556
0.708571429
0.635761589
0.666666667
0.689265537
0.686390533
0.694610778
0.698924731
0.716763006
0.670807453
0.646706587
0.713513514
0.696629213
0.674698795
0.651428571
0.632183908
0.675
0.706521739
0.677966102
0.681564246
0.641025641
0.658536585
0.682080925
0.622754491
0.625698324
0.658385093
0.647058824
0.594594595
0.705202312
0.666666667
0.666666667
0.679487179
0.705202312
0.679012346
0.63030303
0.666666667
0.598726115
0.646706587
0.674418605
0.63583815
0.715909091
0.622754491
0.703910615
0.670454545
0.63803681
0.696132597
0.706586826
0.690909091
0.658536585
0.666666667
0.710843373
0.659217877
0.689265537
0.729411765
0.606060606
0.603773585
0.632258065
0.643274854
0.748538012
0.662921348
0.689265537
0.613496933
0.683229814
0.719512195
0.589041096
0.628930818
0.683229814
0.634730539
0.741935484
0.585365854
0.719101124
0.682926829
0.634730539
0.711864407
0.658385093
0.632183908
0.626506024
0.689265537
0.674418605
0.627218935
0.662650602
0.670520231
0.662790698
0.602409639
0.655367232
0.703910615
0.674285714
0.712643678
0.696629213
0.682080925
0.654761905
0.711111111
0.685082873
0.694610778
0.715909091
0.662576687
0.716763006
0.674285714
0.682080925
0.569620253
0.67357513
0.696132597
0.670658683
0.674846626
0.700564972
0.6625
0.639053254
0.697142857
0.677966102
0.634730539
0.639053254
0.654545455
0.655555556
0.697674419
0.655172414
0.670588235
0.607594937
0.701149425
0.643678161
0.621118012
0.609756098
0.609756098
0.710843373
0.666666667
0.705202312
0.696629213
0.681318681
0.670658683
0.75739645
0.69047619
0.702380952
0.666666667
0.643274854
0.700564972
0.658536585
0.705202312
0.627218935
0.732240437
0.646341463
0.708571429
0.675324675
0.67816092
0.638554217
0.67816092
0.658823529
0.72
0.623529412
0.654320988
0.70718232
0.698795181
0.713450292
0.666666667
0.698924731
0.666666667
0.704545455
0.687830688
0.654545455
0.678571429
0.63030303
0.685393258
0.716763006
0.62962963
0.643274854
0.647058824
0.644736842
0.702380952
0.689655172
0.614457831
0.642857143
0.662650602
0.684491979
0.633333333
0.69273743
0.710059172
0.670588235
0.659090909
0.730337079
0.65060241
0.64
0.63803681
0.635294118
0.63803681
0.701298701
0.651162791
0.63583815
0.693181818
0.697674419
0.650306748
0.666666667
0.711111111
0.63583815
0.64516129
0.60130719
0.666666667
0.643678161
0.637837838
0.602409639
0.609271523
0.647058824
0.670520231
0.65060241
0.621468927
0.588957055
0.703910615
0.688888889
0.695121951
0.713375796
0.642857143
0.7125
0.619047619
0.724324324
0.683870968
0.700564972
0.666666667
0.704545455
0.662650602
0.666666667
0.651428571
0.666666667
0.658823529
0.7
0.69273743
0.613496933
0.712643678
0.682080925
0.591194969
0.63583815
0.662650602
0.705202312
0.686046512
0.686046512
0.607594937
0.635294118
0.647398844
0.674698795
0.65060241
0.617142857
0.682352941
0.659217877
0.651162791
0.666666667
0.670454545
0.654320988
0.69047619
0.708074534
0.723163842
0.650887574
0.684491979
0.613496933
0.682926829
0.682080925
0.662790698
0.685393258
0.693641618
0.647058824
0.604026846
0.646341463
0.681564246
0.662650602
0.696132597
0.644067797
0.655367232
0.619883041
0.705882353
0.682634731
0.729281768
0.728395062
0.666666667
0.670588235
0.625766871
0.666666667
0.678787879
0.73255814
0.674556213
0.685393258
0.65408805
0.712643678
0.677777778
0.569620253
0.63583815
0.662576687
0.727272727
0.716763006
0.632183908
0.674698795
0.662790698
0.646341463
0.633540373
0.588235294
0.666666667
0.690909091
0.616352201
0.624203822
0.674698795
0.625766871
0.674698795
0.626506024
0.683544304
0.604651163
0.685714286
0.662790698
0.56626506
0.591194969
0.650887574
0.735632184
0.654545455
0.696629213
0.685393258
0.662721893
0.620253165
0.69005848
0.643274854
0.64556962
0.681818182
0.641975309
0.694117647
0.651685393
0.6125
0.695652174
0.723163842
0.682926829
0.625766871
0.654320988
0.686390533
0.682080925
0.651685393
0.686390533
0.693181818
0.62962963
0.636871508
0.619883041
0.687830688
0.625
0.653846154
0.729411765
0.678362573
0.658227848
0.67816092
0.62962963
0.69047619
0.682080925
0.625698324
0.678362573
0.678362573
0.635761589
0.616352201
0.688888889
0.695652174
0.670731707
0.658536585
0.702380952
0.674285714
0.6625
0.674846626
0.625698324
0.646706587
0.662790698
0.643274854
0.552631579
0.635761589
0.625
0.638554217
0.647398844
0.56626506
0.65
0.693877551
0.662790698
0.686390533
0.675
0.682926829
0.716763006
0.658959538
0.683229814
