Classifier,Accuracy,Precision,Recall,F1_Score,AUC_Score,CV_Score,Best_Params,Supports_Probability
KNN_Coarse,0.5723684210526315,0.5669605561522855,0.5723684210526315,0.5640128653394706,0.6175135323904313,0.5678068410462777,"{'clf__n_neighbors': 30, 'clf__weights': 'distance'}",True
KNN_Medium,0.6118421052631579,0.6094156762874929,0.6118421052631579,0.6093243798725956,0.6554915313427624,0.5903420523138833,"{'clf__n_neighbors': 15, 'clf__weights': 'distance'}",True
KNN_Fine,0.6118421052631579,0.6123349532367504,0.6118421052631579,0.6120621206384174,0.6036319189802688,0.5593158953722334,"{'clf__n_neighbors': 3, 'clf__weights': 'uniform'}",True
KNN_Weighted,0.6118421052631579,0.6094156762874929,0.6118421052631579,0.6093243798725956,0.6554915313427624,0.5903420523138833,"{'clf__n_neighbors': 15, 'clf__weights': 'distance'}",True
KNN_Cosine,0.625,0.624562324929972,0.625,0.6247541413523318,0.6559280600663524,0.6017303822937626,"{'clf__n_neighbors': 15, 'clf__weights': 'distance'}",True
