Classifier,Accuracy,Precision,Recall,F1_Score,AUC_Score,CV_Score,Best_Params,Supports_Probability
GaussianNB,0.506578947368421,0.5370314992025518,0.506578947368421,0.48517739363757056,0.5288982015016589,0.564748490945674,{'clf__var_smoothing': 1e-09},True
LDA,0.5526315789473685,0.5549496682576912,0.5526315789473685,0.5534094756975904,0.6298236423956697,0.6469215291750503,"{'clf__shrinkage': None, 'clf__solver': 'svd'}",True
