Classifier,Accuracy,Precision,Recall,F1_Score,AUC_Score,CV_Score,Best_Params,Supports_Probability
LogisticRegression,0.5460526315789473,0.2981734764542936,0.5460526315789473,0.38572228443449047,0.46341889296315697,0.5451911468812878,"{'clf__C': 0.001, 'clf__penalty': 'l2'}",True
LogisticRegression_L1,0.5460526315789473,0.2981734764542936,0.5460526315789473,0.38572228443449047,0.5,0.5451911468812878,{'clf__C': 0.001},True
LogisticRegression_ElasticNet,0.5460526315789473,0.2981734764542936,0.5460526315789473,0.38572228443449047,0.5,0.5451911468812878,"{'clf__C': 0.001, 'clf__l1_ratio': 0.1}",True
